NODE_ID,NODE_NAME,SI_CODE,GU_CODE,X,Y,Longitude,Latitude,Radius,trafficlight_num,crosswalk_num,station_num,school_num,land_price,house_1,house_2,house_3,house_4,commerce_1,commerce_2,commerce_3,commerce_4,green_1,green_2,green_3,industry_1,industry_2,industry_3,limit,mediansep_,island_num,mean_lanes,mean_speed,mean_wth,mean_loadlen,busstop_num,police_num,CtoC_num,CtoP_num,total_acc
1430005800,-,B,LL,1148355.372,1686030.754,129.1288575,35.15859836,40,0,0,0,1,13942151,0,0.698823312,0,0.301176687,0,0,0,0,0,0,0,0,0,0,0,1,1,1.333,40,10.2,188.6,0,0,1,1,2
1430002700,-,B,LL,1147019.556,1684898.52,129.1139946,35.14858911,40,0,0,0,0,36485929.82,0,0.329026487,0,0,0.670973512,0,0,0,0,0,0,0,0,0,0,0,0,1.5,45,9,216.6,0,0,6,4,10
1430008700,수영종점,B,LL,1147249.029,1687642.098,129.1170023,35.17328505,40,0,0,0,1,23839691.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.333,46.667,10,459.167,2,0,12,23,35
1420008900,-,B,MM,1144177.739,1689694.916,129.0836458,35.19223405,40,24,3,0,1,615953.5518,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,50,12,2115,0,0,12,3,15
1420002700,-,B,MM,1142814.311,1688363.368,129.0684443,35.18042668,40,0,0,1,2,11382869.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,43.333,10,729.5,0,0,8,9,17
1420009900,세병교(서측),B,MM,1144035.316,1690185.841,129.0821678,35.19667955,40,0,0,1,0,14044590,0,0.000598344,0.825905249,0,0.106235599,0,0,0,0.067260807,0,0,0,0,0,0,0,0,1.5,60,9.667,2009,0,0,27,14,41
1420002300,-,B,MM,1143138.551,1688296.662,129.0719924,35.17977924,40,0,0,0,0,37999277.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,60,9.2,1509.2,0,0,10,5,15
1420003400,-,B,MM,1146057.358,1688603.497,129.104091,35.18212471,40,0,0,0,1,7716721.451,0,0.982003376,0.017996623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,50,10,733,0,0,4,9,13
1420008200,연산교(남측),B,MM,1145631.004,1689619.23,129.0995896,35.19134208,40,0,0,0,0,1446129.191,0,0.523244638,0.476755362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,56.667,13,1492,1,0,19,3,22
1330002300,-,B,NN,1143406.237,1676994.76,129.0729707,35.07786755,40,0,0,0,1,9957620.835,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40,15.25,5815.25,0,1,4,4,8
1330003500,영선위로타리,B,NN,1140620.526,1677772.604,129.0425572,35.08527149,40,0,0,0,3,42723622.74,0,0.149378624,0.850621375,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.4,48,9.5,787.57,3,1,20,14,34
1330001000,-,B,NN,1143357.183,1676434.862,129.0723359,35.07282764,40,18,3,0,1,841718.868,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40,15,4500.5,3,0,7,5,12
1330000600,-,B,NN,1143114.291,1676254.509,129.0696417,35.07123646,40,9,2,0,2,13849291.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.333,40,10,1284.667,2,0,3,3,6
1330000300,-,B,NN,1142126.164,1676200.983,129.0587985,35.07089374,40,11,2,0,0,64781.12044,0,0,0.015995089,0,0,0,0,0,0.984004911,0,0,0,0,0,0,0,1,1,40,16,3479.5,3,0,9,4,13
1330001100,동삼교회앞삼거리,B,NN,1143564.634,1676515.087,129.0746244,35.07352127,40,7,1,0,0,12381018.82,0,0.454342747,0.545657252,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4,50,10.333,3874.667,1,0,5,0,5
1330001800,-,B,NN,1143321.112,1676806.692,129.0720047,35.07618443,40,0,0,0,2,16384593.57,0,0.745648915,0,0.254351085,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,13.5,1821.5,1,1,10,16,26
1300002500,중구청삼거리,B,OO,1139705.791,1680202.415,129.032936,35.10730118,40,3,0,0,2,56583592.89,0,0.999979126,0.000020874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,50,10,859.25,1,1,15,12,27
1300001300,-,B,OO,1139253.068,1679322.449,129.027822,35.0994318,40,0,0,1,0,688921541.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,50,10.25,854,0,0,9,23,32
1300001200,-,B,OO,1139569.581,1679310.537,129.0312915,35.09928062,40,0,0,0,1,756679552,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.5,50,7.6,358.8,0,0,4,9,13
1380028000,-,B,PP,1148514.679,1690492.118,129.1314094,35.19878739,40,9,1,0,0,25917187.39,0,0.054674738,0,0.945325262,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,50,8.826,846.2,1,0,15,18,33
1380026800,-,B,PP,1148114.401,1689355.287,129.1268097,35.18859971,40,11,2,0,1,4452418.314,0,0.194193881,0,0.805806118,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,50,10.25,1829.25,1,0,17,27,44
1380016300,-,B,PP,1152167.085,1687059.36,129.170882,35.16729974,40,0,0,1,0,8306307.991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,50,8,430,1,0,1,0,1
1380030600,삼어교(동측),B,PP,1147512.105,1691112.223,129.1205113,35.20452458,40,12,2,0,0,6401005.843,0,0,0.927541,0,0,0,0,0,0,0,0,0,0,0.072458999,0,0,0,1,40,15,3115,1,0,39,17,56
1380027500,-,B,PP,1148461.696,1690043.173,129.1307467,35.19474868,40,10,2,0,2,29932131.32,0,0.113058675,0,0.886941324,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,45,8.598,997.4,0,1,39,18,57
1380011900,-,B,PP,1153579.891,1686780.882,129.1863376,35.1645748,40,0,0,0,0,586761.6265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,46.667,15,5108,0,0,1,1,2
1380009600,-,B,PP,1151599.946,1686562.216,129.1645655,35.16290452,40,0,0,0,1,51111213.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.5,40,11.333,249.333,1,0,9,17,26
